,Agency,Agency Type,Distribution Channel,Product Name,Claim,Duration,Destination,Net Sales,Commision (in value),Age
528,EPX,Travel Agency,Online,Cancellation Plan,No,8,THAILAND,10.0,0.0,53
529,EPX,Travel Agency,Online,Cancellation Plan,No,5,MALAYSIA,19.0,0.0,36
533,EPX,Travel Agency,Online,Cancellation Plan,No,7,VIET NAM,10.0,0.0,58
535,EPX,Travel Agency,Online,Cancellation Plan,No,28,ITALY,72.0,0.0,36
539,EPX,Travel Agency,Online,Cancellation Plan,No,17,MALAYSIA,40.0,0.0,35
541,EPX,Travel Agency,Online,Cancellation Plan,No,7,CAMBODIA,41.0,0.0,36
542,EPX,Travel Agency,Online,Cancellation Plan,No,22,SRI LANKA,30.0,0.0,36
543,EPX,Travel Agency,Online,Cancellation Plan,No,17,THAILAND,27.0,0.0,36
546,EPX,Travel Agency,Online,Cancellation Plan,No,9,HONG KONG,39.0,0.0,61
547,EPX,Travel Agency,Online,Cancellation Plan,No,25,SINGAPORE,16.0,0.0,36
548,EPX,Travel Agency,Online,Cancellation Plan,No,26,INDIA,30.0,0.0,36
549,EPX,Travel Agency,Online,Cancellation Plan,No,18,"TAIWAN, PROVINCE OF CHINA",17.0,0.0,36
552,EPX,Travel Agency,Online,1 way Comprehensive Plan,No,3,"KOREA, REPUBLIC OF",20.0,0.0,36
553,EPX,Travel Agency,Online,1 way Comprehensive Plan,No,2,TUNISIA,56.0,0.0,36
554,EPX,Travel Agency,Online,1 way Comprehensive Plan,No,10,SINGAPORE,20.0,0.0,55
555,EPX,Travel Agency,Online,1 way Comprehensive Plan,No,7,SINGAPORE,20.0,0.0,36
556,EPX,Travel Agency,Online,1 way Comprehensive Plan,No,8,HONG KONG,55.0,0.0,49
557,EPX,Travel Agency,Online,1 way Comprehensive Plan,No,27,SINGAPORE,20.0,0.0,36
559,EPX,Travel Agency,Online,1 way Comprehensive Plan,No,12,AUSTRALIA,47.0,0.0,36
560,EPX,Travel Agency,Online,1 way Comprehensive Plan,No,13,VIET NAM,20.0,0.0,39
570,RAB,Airlines,Online,Value Plan,No,4,BRUNEI DARUSSALAM,15.0,6.0,52
571,RAB,Airlines,Online,Value Plan,No,5,BRUNEI DARUSSALAM,15.0,6.0,38
572,RAB,Airlines,Online,Value Plan,No,3,BRUNEI DARUSSALAM,15.0,6.0,39
573,RAB,Airlines,Online,Value Plan,No,15,BRUNEI DARUSSALAM,15.0,6.0,45
575,JZI,Airlines,Online,Basic Plan,No,7,INDONESIA,30.0,10.5,35
577,JZI,Airlines,Online,Basic Plan,No,13,MYANMAR,33.0,11.55,63
578,JZI,Airlines,Online,Basic Plan,No,13,MYANMAR,30.0,10.5,60
579,JZI,Airlines,Online,Basic Plan,No,8,MACAO,26.0,9.1,57
580,JZI,Airlines,Online,Basic Plan,No,8,INDONESIA,18.0,6.3,25
581,JZI,Airlines,Online,Basic Plan,No,7,THAILAND,22.0,7.7,35
582,JZI,Airlines,Online,Basic Plan,No,10,CHINA,26.0,9.1,42
585,JZI,Airlines,Online,Basic Plan,No,12,PHILIPPINES,18.0,6.3,34
586,JZI,Airlines,Online,Basic Plan,No,12,HONG KONG,26.0,9.1,43
588,JZI,Airlines,Online,Basic Plan,No,22,THAILAND,30.0,10.5,60
590,JZI,Airlines,Online,Value Plan,No,4,CHINA,36.0,12.6,47
591,JZI,Airlines,Online,Value Plan,No,18,UNITED STATES,121.0,42.35,35
592,JZI,Airlines,Online,Value Plan,No,15,HONG KONG,69.0,24.15,44
593,JZI,Airlines,Online,Value Plan,No,15,HONG KONG,69.0,24.15,41
595,C2B,Airlines,Online,Bronze Plan,No,26,SINGAPORE,23.8,5.95,34
598,C2B,Airlines,Online,Bronze Plan,No,7,SINGAPORE,23.4,5.85,30
599,C2B,Airlines,Online,Bronze Plan,No,26,SINGAPORE,71.0,17.75,26
600,C2B,Airlines,Online,Bronze Plan,No,8,SINGAPORE,17.55,4.39,29
601,C2B,Airlines,Online,Silver Plan,Yes,16,SINGAPORE,74.25,18.56,27
602,C2B,Airlines,Online,Silver Plan,No,12,SINGAPORE,24.05,6.01,38
604,C2B,Airlines,Online,Silver Plan,No,9,SINGAPORE,62.25,15.56,27
605,C2B,Airlines,Online,Silver Plan,No,23,SINGAPORE,108.0,27.0,29
606,C2B,Airlines,Online,Silver Plan,No,26,SINGAPORE,127.0,31.75,30
609,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,5,MALAYSIA,29.7,17.82,54
610,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,7,UNITED STATES,9.9,5.94,43
611,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,12,THAILAND,39.6,23.76,38
612,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,8,UNITED STATES,19.8,11.88,52
616,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,13,UNITED STATES,49.5,29.7,53
618,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,8,MALAYSIA,29.7,17.82,35
620,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,8,AUSTRALIA,29.7,17.82,57
621,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,5,UNITED STATES,19.8,11.88,55
622,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,9,UNITED STATES,89.1,53.46,45
623,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,26,THAILAND,19.8,11.88,36
625,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,10,NETHERLANDS,112.0,0.0,36
626,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,7,CHINA,50.0,0.0,36
628,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,11,THAILAND,32.0,0.0,36
629,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,12,CHINA,36.0,0.0,36
630,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,16,UNITED KINGDOM,112.0,0.0,36
631,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,16,MALAYSIA,20.0,0.0,36
637,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,5,CHINA,74.0,0.0,36
638,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,18,MYANMAR,20.0,0.0,36
639,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,10,JAPAN,62.0,0.0,36
640,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,8,VIET NAM,25.0,0.0,36
641,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,17,CANADA,112.0,0.0,58
642,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,7,"KOREA, REPUBLIC OF",86.0,0.0,36
644,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,13,CHINA,60.0,0.0,36
645,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,18,MYANMAR,20.0,0.0,39
646,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,13,CHINA,35.0,0.0,36
647,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,24,"TAIWAN, PROVINCE OF CHINA",39.0,0.0,36
648,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,8,MALAYSIA,20.0,0.0,36
650,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,9,THAILAND,25.0,0.0,65
656,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,6,CAMBODIA,27.0,0.0,22
657,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,8,THAILAND,20.0,0.0,36
660,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,15,INDONESIA,20.0,0.0,36
661,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,4,MALAYSIA,20.0,0.0,43
662,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,22,"KOREA, REPUBLIC OF",67.0,0.0,36
665,EPX,Travel Agency,Online,Cancellation Plan,No,20,FRANCE,69.0,0.0,36
667,EPX,Travel Agency,Online,Cancellation Plan,No,19,SINGAPORE,24.0,0.0,36
668,EPX,Travel Agency,Online,Cancellation Plan,No,7,VIET NAM,10.0,0.0,36
669,EPX,Travel Agency,Online,Cancellation Plan,No,21,MALAYSIA,11.0,0.0,26
671,EPX,Travel Agency,Online,Cancellation Plan,No,13,CHINA,32.0,0.0,36
672,EPX,Travel Agency,Online,Cancellation Plan,No,7,MALAYSIA,10.0,0.0,28
674,EPX,Travel Agency,Online,Cancellation Plan,No,21,UNITED STATES,11.0,0.0,38
676,EPX,Travel Agency,Online,Cancellation Plan,No,5,MALAYSIA,10.0,0.0,52
677,EPX,Travel Agency,Online,Cancellation Plan,No,25,UNITED STATES,80.0,0.0,32
680,EPX,Travel Agency,Online,Cancellation Plan,No,18,INDIA,80.0,0.0,67
682,EPX,Travel Agency,Online,Cancellation Plan,No,27,MALAYSIA,25.0,0.0,33
685,EPX,Travel Agency,Online,Cancellation Plan,No,23,MALAYSIA,10.0,0.0,33
688,EPX,Travel Agency,Online,Cancellation Plan,No,26,SINGAPORE,16.0,0.0,43
689,EPX,Travel Agency,Online,Cancellation Plan,No,26,MALAYSIA,21.0,0.0,25
690,EPX,Travel Agency,Online,Cancellation Plan,No,13,MALAYSIA,10.0,0.0,51
693,EPX,Travel Agency,Online,Cancellation Plan,No,3,AUSTRALIA,19.0,0.0,61
696,EPX,Travel Agency,Online,Cancellation Plan,No,7,SINGAPORE,13.0,0.0,36
698,EPX,Travel Agency,Online,Cancellation Plan,No,4,INDONESIA,13.0,0.0,45
699,EPX,Travel Agency,Online,Cancellation Plan,No,18,BELGIUM,17.0,0.0,36
701,EPX,Travel Agency,Online,Cancellation Plan,No,7,INDONESIA,10.0,0.0,61
702,EPX,Travel Agency,Online,Cancellation Plan,No,9,MALAYSIA,10.0,0.0,36
703,EPX,Travel Agency,Online,Cancellation Plan,No,2,SINGAPORE,32.0,0.0,36
704,EPX,Travel Agency,Online,Cancellation Plan,No,7,HONG KONG,17.0,0.0,36
706,EPX,Travel Agency,Online,Cancellation Plan,No,18,INDONESIA,12.0,0.0,36
708,EPX,Travel Agency,Online,Cancellation Plan,No,20,"KOREA, REPUBLIC OF",11.0,0.0,36
711,EPX,Travel Agency,Online,Cancellation Plan,No,12,HONG KONG,19.0,0.0,59
712,EPX,Travel Agency,Online,Cancellation Plan,No,10,GERMANY,13.0,0.0,36
714,EPX,Travel Agency,Online,Cancellation Plan,No,8,"KOREA, REPUBLIC OF",59.0,0.0,23
717,EPX,Travel Agency,Online,Cancellation Plan,No,23,UNITED STATES,68.0,0.0,26
718,EPX,Travel Agency,Online,Cancellation Plan,No,27,JAPAN,39.0,0.0,27
719,EPX,Travel Agency,Online,Cancellation Plan,No,4,SINGAPORE,12.0,0.0,28
720,EPX,Travel Agency,Online,Cancellation Plan,No,20,VIET NAM,10.0,0.0,36
721,EPX,Travel Agency,Online,Cancellation Plan,No,6,VIET NAM,13.0,0.0,36
723,EPX,Travel Agency,Online,Cancellation Plan,No,4,INDONESIA,19.0,0.0,53
724,EPX,Travel Agency,Online,Cancellation Plan,No,23,AUSTRALIA,41.0,0.0,36
725,EPX,Travel Agency,Online,1 way Comprehensive Plan,No,3,"KOREA, REPUBLIC OF",30.0,0.0,36
726,EPX,Travel Agency,Online,1 way Comprehensive Plan,No,12,SINGAPORE,29.0,0.0,36
727,EPX,Travel Agency,Online,1 way Comprehensive Plan,No,3,SINGAPORE,65.0,0.0,36
729,EPX,Travel Agency,Online,1 way Comprehensive Plan,No,9,THAILAND,20.0,0.0,36
730,EPX,Travel Agency,Online,1 way Comprehensive Plan,No,4,SINGAPORE,31.0,0.0,36
736,KML,Travel Agency,Online,Value Plan,No,13,INDONESIA,48.0,18.24,48
737,RAB,Airlines,Online,Value Plan,No,8,BRUNEI DARUSSALAM,23.0,9.2,54
738,RAB,Airlines,Online,Value Plan,No,8,BRUNEI DARUSSALAM,15.0,6.0,47
741,JZI,Airlines,Online,Basic Plan,No,12,THAILAND,30.0,10.5,51
743,JZI,Airlines,Online,Basic Plan,No,9,"TAIWAN, PROVINCE OF CHINA",26.0,9.1,41
744,JZI,Airlines,Online,Basic Plan,No,9,MACAO,22.0,7.7,70
745,JZI,Airlines,Online,Basic Plan,No,3,THAILAND,18.0,6.3,56
746,JZI,Airlines,Online,Basic Plan,No,2,MALAYSIA,18.0,6.3,53
747,JZI,Airlines,Online,Basic Plan,No,7,MALAYSIA,18.0,6.3,53
748,JZI,Airlines,Online,Basic Plan,No,11,MACAO,35.0,12.25,53
750,JZI,Airlines,Online,Basic Plan,No,25,INDONESIA,22.0,7.7,45
751,JZI,Airlines,Online,Basic Plan,No,2,THAILAND,18.0,6.3,47
752,JZI,Airlines,Online,Basic Plan,No,27,THAILAND,30.0,10.5,40
753,JZI,Airlines,Online,Basic Plan,No,11,HONG KONG,35.0,12.25,28
755,JZI,Airlines,Online,Basic Plan,No,8,THAILAND,18.0,6.3,38
756,JZI,Airlines,Online,Basic Plan,No,8,THAILAND,18.0,6.3,65
757,JZI,Airlines,Online,Basic Plan,No,10,MALAYSIA,22.0,7.7,67
759,JZI,Airlines,Online,Basic Plan,No,10,JAPAN,35.0,12.25,61
760,JZI,Airlines,Online,Value Plan,No,12,"KOREA, REPUBLIC OF",58.0,20.3,43
771,C2B,Airlines,Online,Bronze Plan,No,3,SINGAPORE,27.0,6.75,39
772,C2B,Airlines,Online,Bronze Plan,No,10,SINGAPORE,53.25,13.31,29
773,C2B,Airlines,Online,Bronze Plan,No,9,SINGAPORE,20.25,5.06,31
774,C2B,Airlines,Online,Bronze Plan,No,15,SINGAPORE,69.0,17.25,30
775,C2B,Airlines,Online,Bronze Plan,No,9,SINGAPORE,35.25,8.81,28
776,C2B,Airlines,Online,Silver Plan,No,9,SINGAPORE,62.25,15.56,25
777,C2B,Airlines,Online,Silver Plan,No,7,SINGAPORE,62.25,15.56,24
778,C2B,Airlines,Online,Silver Plan,No,8,SINGAPORE,83.0,20.75,28
779,C2B,Airlines,Online,Gold Plan,No,9,SINGAPORE,89.25,22.31,28
782,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,10,THAILAND,39.6,23.76,45
783,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,8,MALAYSIA,39.6,23.76,35
785,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,19,UNITED STATES,49.5,29.7,49
788,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,28,THAILAND,39.6,23.76,32
790,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,29,UNITED STATES,29.7,17.82,60
792,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,25,MALAYSIA,29.7,17.82,34
793,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,2,UNITED KINGDOM,19.8,11.88,46
800,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,2,SINGAPORE,19.8,11.88,46
802,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,9,MALAYSIA,29.7,17.82,30
805,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,27,MALAYSIA,29.7,17.82,31
808,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,2,UNITED STATES,19.8,11.88,31
812,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,14,CHINA,46.0,0.0,36
814,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,12,CHINA,32.0,0.0,36
815,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,24,UNITED KINGDOM,112.0,0.0,36
817,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,8,CHINA,41.0,0.0,36
818,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,4,MALAYSIA,20.0,0.0,36
819,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,14,SOUTH AFRICA,20.0,0.0,36
822,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,18,INDONESIA,20.0,0.0,36
827,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,11,JAPAN,42.0,0.0,36
829,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,22,INDONESIA,20.0,0.0,27
832,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,20,INDONESIA,20.0,0.0,36
833,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,25,THAILAND,46.0,0.0,36
834,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,7,AUSTRALIA,62.0,0.0,36
837,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,10,VIET NAM,28.0,0.0,36
838,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,18,CAMBODIA,45.0,0.0,36
839,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,20,LAO PEOPLE'S DEMOCRATIC REPUBLIC,23.0,0.0,36
841,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,19,PHILIPPINES,20.0,0.0,36
844,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,12,INDONESIA,31.0,0.0,56
845,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,17,INDONESIA,47.0,0.0,56
847,EPX,Travel Agency,Online,Cancellation Plan,No,28,UNITED KINGDOM,62.0,0.0,36
848,EPX,Travel Agency,Online,Cancellation Plan,No,6,MALAYSIA,10.0,0.0,46
850,EPX,Travel Agency,Online,Cancellation Plan,No,9,SINGAPORE,13.0,0.0,53
852,EPX,Travel Agency,Online,Cancellation Plan,No,5,SINGAPORE,13.0,0.0,31
854,EPX,Travel Agency,Online,Cancellation Plan,No,10,SINGAPORE,10.0,0.0,45
856,EPX,Travel Agency,Online,Cancellation Plan,No,14,CHINA,26.0,0.0,36
859,EPX,Travel Agency,Online,Cancellation Plan,No,3,THAILAND,27.0,0.0,36
860,EPX,Travel Agency,Online,Cancellation Plan,No,22,"TAIWAN, PROVINCE OF CHINA",19.0,0.0,36
861,EPX,Travel Agency,Online,Cancellation Plan,No,9,INDIA,24.0,0.0,36
865,EPX,Travel Agency,Online,Cancellation Plan,No,14,GERMANY,14.0,0.0,36
867,EPX,Travel Agency,Online,Cancellation Plan,No,9,"KOREA, REPUBLIC OF",38.0,0.0,36
873,EPX,Travel Agency,Online,Cancellation Plan,No,7,UNITED KINGDOM,12.0,0.0,36
877,EPX,Travel Agency,Online,Cancellation Plan,No,4,AUSTRALIA,38.0,0.0,36
878,EPX,Travel Agency,Online,Cancellation Plan,No,3,"KOREA, REPUBLIC OF",17.0,0.0,30
879,EPX,Travel Agency,Online,Cancellation Plan,No,26,FRANCE,64.0,0.0,36
882,EPX,Travel Agency,Online,Cancellation Plan,No,13,UNITED STATES,80.0,0.0,30
883,EPX,Travel Agency,Online,Cancellation Plan,No,25,INDIA,27.0,0.0,36
884,EPX,Travel Agency,Online,Cancellation Plan,No,7,NEW ZEALAND,10.0,0.0,36
885,EPX,Travel Agency,Online,Cancellation Plan,No,19,CHILE,80.0,0.0,36
886,EPX,Travel Agency,Online,Cancellation Plan,No,16,MALAYSIA,10.0,0.0,36
887,EPX,Travel Agency,Online,Cancellation Plan,No,15,SRI LANKA,17.0,0.0,36
888,EPX,Travel Agency,Online,Cancellation Plan,No,4,MALAYSIA,26.0,0.0,36
889,EPX,Travel Agency,Online,Cancellation Plan,No,23,MALAYSIA,28.0,0.0,22
891,EPX,Travel Agency,Online,Cancellation Plan,No,3,CANADA,59.0,0.0,36
892,EPX,Travel Agency,Online,Cancellation Plan,No,17,THAILAND,23.0,0.0,38
893,EPX,Travel Agency,Online,Cancellation Plan,No,2,INDIA,10.0,0.0,36
894,EPX,Travel Agency,Online,Cancellation Plan,No,8,THAILAND,10.0,0.0,35
895,EPX,Travel Agency,Online,Cancellation Plan,No,19,JAPAN,34.0,0.0,36
896,EPX,Travel Agency,Online,1 way Comprehensive Plan,No,9,CHINA,20.0,0.0,36
897,EPX,Travel Agency,Online,1 way Comprehensive Plan,No,20,CHINA,41.0,0.0,36
899,EPX,Travel Agency,Online,1 way Comprehensive Plan,No,19,CHINA,43.0,0.0,36
901,EPX,Travel Agency,Online,1 way Comprehensive Plan,No,11,CHINA,26.0,0.0,36
903,EPX,Travel Agency,Online,1 way Comprehensive Plan,No,21,SINGAPORE,20.0,0.0,36
905,EPX,Travel Agency,Online,1 way Comprehensive Plan,No,8,INDIA,20.0,0.0,36
906,EPX,Travel Agency,Online,1 way Comprehensive Plan,No,4,CHINA,27.0,0.0,36
907,EPX,Travel Agency,Online,1 way Comprehensive Plan,No,11,SINGAPORE,39.0,0.0,36
912,RAB,Airlines,Online,Value Plan,No,6,BRUNEI DARUSSALAM,15.0,6.0,32
913,RAB,Airlines,Online,Value Plan,No,6,BRUNEI DARUSSALAM,15.0,6.0,36
914,RAB,Airlines,Online,Value Plan,No,29,BRUNEI DARUSSALAM,23.0,9.2,52
915,JZI,Airlines,Online,Basic Plan,No,6,"TAIWAN, PROVINCE OF CHINA",22.0,7.7,40
917,JZI,Airlines,Online,Basic Plan,No,17,INDIA,22.0,7.7,46
919,JZI,Airlines,Online,Basic Plan,No,11,THAILAND,22.0,7.7,37
920,JZI,Airlines,Online,Basic Plan,No,4,CHINA,22.0,7.7,47
921,JZI,Airlines,Online,Basic Plan,No,10,MALAYSIA,30.0,10.5,45
924,JZI,Airlines,Online,Basic Plan,No,3,CHINA,22.0,7.7,32
925,JZI,Airlines,Online,Basic Plan,No,8,MALAYSIA,18.0,6.3,40
926,JZI,Airlines,Online,Basic Plan,No,6,CHINA,26.0,9.1,51
927,JZI,Airlines,Online,Basic Plan,No,2,THAILAND,18.0,6.3,27
930,JZI,Airlines,Online,Value Plan,No,7,THAILAND,26.0,9.1,55
931,JZI,Airlines,Online,Value Plan,No,20,AUSTRALIA,45.0,15.75,40
936,C2B,Airlines,Online,Bronze Plan,No,6,SINGAPORE,20.25,5.06,56
939,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,17,MALAYSIA,29.7,17.82,31
946,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,8,MALAYSIA,9.9,5.94,31
947,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,5,MALAYSIA,9.9,5.94,63
950,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,22,MALAYSIA,29.7,17.82,42
954,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,10,FRANCE,112.0,0.0,36
957,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,12,THAILAND,20.0,0.0,28
958,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,28,SINGAPORE,57.0,0.0,36
960,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,16,CHINA,27.0,0.0,36
963,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,25,INDONESIA,63.0,0.0,36
965,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,6,MALAYSIA,20.0,0.0,36
969,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,15,CAMBODIA,20.0,0.0,36
973,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,8,MALAYSIA,20.0,0.0,48
975,EPX,Travel Agency,Online,2 way Comprehensive Plan,No,16,HONG KONG,28.0,0.0,59
977,EPX,Travel Agency,Online,Cancellation Plan,No,9,MYANMAR,25.0,0.0,36
983,EPX,Travel Agency,Online,Cancellation Plan,No,23,INDONESIA,14.0,0.0,36
984,EPX,Travel Agency,Online,Cancellation Plan,No,8,MALAYSIA,16.0,0.0,36
987,EPX,Travel Agency,Online,Cancellation Plan,No,10,UNITED KINGDOM,10.0,0.0,36
988,EPX,Travel Agency,Online,Cancellation Plan,No,6,CHINA,51.0,0.0,36
989,EPX,Travel Agency,Online,Cancellation Plan,No,4,CHINA,10.0,0.0,28
994,EPX,Travel Agency,Online,Cancellation Plan,No,5,SINGAPORE,10.0,0.0,40
995,EPX,Travel Agency,Online,Cancellation Plan,No,3,UNITED STATES,10.0,0.0,21
998,EPX,Travel Agency,Online,Cancellation Plan,No,13,JAPAN,21.0,0.0,44
1001,EPX,Travel Agency,Online,Cancellation Plan,No,2,SINGAPORE,37.0,0.0,36
1004,EPX,Travel Agency,Online,Cancellation Plan,No,23,JAPAN,21.0,0.0,36
1006,EPX,Travel Agency,Online,Cancellation Plan,No,6,PHILIPPINES,17.0,0.0,49
1007,EPX,Travel Agency,Online,Cancellation Plan,No,25,INDONESIA,10.0,0.0,28
1008,EPX,Travel Agency,Online,Cancellation Plan,No,27,INDIA,10.0,0.0,36
1009,EPX,Travel Agency,Online,Cancellation Plan,No,27,BANGLADESH,59.0,0.0,36
1010,EPX,Travel Agency,Online,Cancellation Plan,No,10,PHILIPPINES,18.0,0.0,36
1012,EPX,Travel Agency,Online,Cancellation Plan,No,13,MALAYSIA,10.0,0.0,36
1016,EPX,Travel Agency,Online,Cancellation Plan,No,8,MALAYSIA,10.0,0.0,36
1017,EPX,Travel Agency,Online,1 way Comprehensive Plan,No,8,MALAYSIA,20.0,0.0,36
1019,EPX,Travel Agency,Online,1 way Comprehensive Plan,No,2,THAILAND,20.0,0.0,33
1020,EPX,Travel Agency,Online,1 way Comprehensive Plan,No,2,VIET NAM,20.0,0.0,33
1021,EPX,Travel Agency,Online,1 way Comprehensive Plan,No,6,SINGAPORE,20.0,0.0,36
1022,EPX,Travel Agency,Online,1 way Comprehensive Plan,No,4,VIET NAM,20.0,0.0,36
1023,EPX,Travel Agency,Online,1 way Comprehensive Plan,No,2,PHILIPPINES,20.0,0.0,36
1024,EPX,Travel Agency,Online,1 way Comprehensive Plan,No,9,UNITED STATES,34.0,0.0,44
1025,EPX,Travel Agency,Online,1 way Comprehensive Plan,No,6,UNITED STATES,23.0,0.0,49
1026,EPX,Travel Agency,Online,1 way Comprehensive Plan,No,25,LAO PEOPLE'S DEMOCRATIC REPUBLIC,23.0,0.0,36
1028,KML,Travel Agency,Online,Value Plan,No,8,INDONESIA,22.0,8.36,48
1032,RAB,Airlines,Online,Value Plan,No,12,BRUNEI DARUSSALAM,15.0,6.0,57
1033,SSI,Airlines,Online,Ticket Protector,No,20,SINGAPORE,4.12,1.16,48
1039,SSI,Airlines,Online,Ticket Protector,No,15,SINGAPORE,2.45,0.69,48
1040,JZI,Airlines,Online,Basic Plan,No,28,CHINA,35.0,12.25,37
1042,JZI,Airlines,Online,Basic Plan,No,7,THAILAND,18.0,6.3,20
1043,JZI,Airlines,Online,Basic Plan,No,9,HONG KONG,26.0,9.1,39
1045,JZI,Airlines,Online,Basic Plan,No,25,CHINA,35.0,12.25,27
1046,JZI,Airlines,Online,Basic Plan,No,2,MALAYSIA,18.0,6.3,42
1047,JZI,Airlines,Online,Basic Plan,No,8,THAILAND,18.0,6.3,27
1048,JZI,Airlines,Online,Basic Plan,No,7,MALAYSIA,18.0,6.3,42
1049,JZI,Airlines,Online,Basic Plan,No,9,MALAYSIA,18.0,6.3,66
1051,JZI,Airlines,Online,Basic Plan,No,20,PHILIPPINES,18.0,6.3,35
1052,JZI,Airlines,Online,Basic Plan,No,12,MALAYSIA,18.0,6.3,40
1055,JZI,Airlines,Online,Value Plan,No,4,UNITED STATES,55.0,19.25,25
1057,ART,Airlines,Online,24 Protect,No,6,PHILIPPINES,39.85,13.95,48
1058,C2B,Airlines,Online,Silver Plan,No,3,SINGAPORE,25.9,6.47,28
1059,C2B,Airlines,Online,Silver Plan,No,26,SINGAPORE,76.3,19.07,70
1060,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,28,AUSTRALIA,49.5,29.7,45
1062,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,13,MALAYSIA,19.8,11.88,47
1066,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,7,CANADA,69.3,41.58,52
1068,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,22,THAILAND,29.7,17.82,36
1073,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,No,28,AUSTRALIA,19.8,11.88,38
